Date,Description,Original Description,Category,Amount,Status,Transaction Type,Transaction Category,key,month
2024-03-30,Shell,SHELL OIL 91004079277    CHESAPEAKE   VA,Gas,-40.94,Posted,fixed_expenses,transportation,Shell_-40.94_3/30/24,2024-03
2024-03-30,ExxonMobil,EXXON GREENVILLE AVE DELISTAUNTON     VA,Gas,-53.44,Posted,fixed_expenses,transportation,ExxonMobil_-53.44_3/30/24,2024-03
2024-03-30,Hampton Inn,HAMPTON INNS             STAUNTON     VA,Hotel,-262.17,Posted,fixed_expenses,travel,Hampton Inn_-262.17_3/30/24,2024-03
2024-03-29,Pilot Flying J,FLYING J 708             CARLISLE     PA,Gas,-7.1,Posted,fixed_expenses,restaraunts,Pilot Flying J_-7.1_3/29/24,2024-03
2024-03-29,Amazon Prime Membership,AMAZON PRIME*RA6VL4SR2   888-802-3080 WA,Shopping,-10.59,Posted,misc_expenses,miscellaneous,Amazon Prime Membership_-10.59_3/29/24,2024-03
2024-03-29,Love's Travel Stops,LOVE'S #0305 INSIDE      TOMS BROOK   VA,Gas,-12.99,Posted,fixed_expenses,transportation,Love's Travel Stops_-12.99_3/29/24,2024-03
2024-03-29,Staunton Flying Pizza,STAUNTON FLYING PIZZA    540-5692483  VA,Food & Dining,-22.75,Posted,fixed_expenses,restaraunts,Staunton Flying Pizza_-22.75_3/29/24,2024-03
2024-03-29,Panera Bread,PANERA BREAD #601155 K   MECHANICSBURGPA,Fast Food,-40,Posted,fixed_expenses,restaraunts,Panera Bread_-40_3/29/24,2024-03
2024-03-29,Pilot Flying J,PILOT_00708              CARLISLE     PA,Gas,-54.98,Posted,fixed_expenses,transportation,Pilot Flying J_-54.98_3/29/24,2024-03
2024-03-28,Apple,APPLE.COM/BILL           866-712-7753 CA,Entertainment,-9.99,Posted,misc_expenses,subscriptions,Apple_-9.99_3/28/24,2024-03
2024-03-28,Hulu,Hulu 877-8244858 CA      HULU.COM/BILLCA,Television,-20.41,Posted,fixed_expenses,subscriptions,Hulu_-20.41_3/28/24,2024-03
2024-03-28,Chick-fil-A,CHICK-FIL-A #02167       MECHANICSBURGPA,Fast Food,-22.4,Posted,fixed_expenses,restaraunts,Chick-fil-A_-22.4_3/28/24,2024-03
2024-03-28,Pilot Flying J,PILOT_00708              CARLISLE     PA,Gas,-42.76,Posted,fixed_expenses,transportation,Pilot Flying J_-42.76_3/28/24,2024-03
2024-03-28,Amici Pizza Mechanicsburgpa,AMICI PIZZA              MECHANICSBURGPA,Food & Dining,-47.34,Posted,fixed_expenses,restaraunts,Amici Pizza Mechanicsburgpa_-47.34_3/28/24,2024-03
2024-03-28,U-Haul,U-HAUL-MECHANICSB #81155 MECHANICSBURGPA,Home,-493.56,Posted,misc_expenses,travel,U-Haul_-493.56_3/28/24,2024-03
2024-03-27,Valley Bistro,TST* VALLEY BISTRO       ENOLA        PA,Restaurants,-42.08,Posted,fixed_expenses,restaraunts,Valley Bistro_-42.08_3/27/24,2024-03
2024-03-27,Chick-fil-A,CHICK-FIL-A #02167       MECHANICSBURGPA,Fast Food,-46.29,Posted,fixed_expenses,restaraunts,Chick-fil-A_-46.29_3/27/24,2024-03
2024-03-26,Kohl's,KOHL'S #0337             MECHANICSBURGPA,Shopping,-41.01,Posted,misc_expenses,clothing,Kohl's_-41.01_3/26/24,2024-03
2024-03-26,Lowe's,LOWES #02223*            MECHANICSBURGPA,Home Improvement,-42.91,Posted,fixed_expenses,housing_utilities,Lowe's_-42.91_3/26/24,2024-03
2024-03-25,US Postal Service,USPS CHANGE OF ADDRESS   800-238-3150 TN,Shipping,-1.1,Posted,misc_expenses,miscellaneous,US Postal Service_-1.1_3/25/24,2024-03
2024-03-25,PetSmart,PETSMART # 0583          MECHANICSBURGPA,Pet Food & Supplies,-23.31,Posted,fixed_expenses,pet,PetSmart_-23.31_3/25/24,2024-03
2024-03-25,Leapfrog Academy,LeapFrog Academy         800-701-5327 CA,Toys,-31.79,Posted,misc_expenses,subscriptions,Leapfrog Academy_-31.79_3/25/24,2024-03
2024-03-25,Domino's,DOMINO'S 4767            301-865-1208 PA,Fast Food,-32.39,Posted,fixed_expenses,restaraunts,Domino's_-32.39_3/25/24,2024-03
2024-03-25,Upmc Pinnacle Business,UPMC PINNACLE BUSINESS OF717-2318989  PA,Doctor,-62.81,Posted,fixed_expenses,healthcare,Upmc Pinnacle Business_-62.81_3/25/24,2024-03
2024-03-25,Little Caesars,LITTLE CAESARS 3714-0002 MECHANICSBURGPA,Fast Food,-66.69,Posted,fixed_expenses,restaraunts,Little Caesars_-66.69_3/25/24,2024-03
2024-03-24,Apple,APPLE.COM/BILL           800-275-2273 CA,Entertainment,-2.14,Posted,misc_expenses,miscellaneous,Apple_-2.14_3/24/24,2024-03
2024-03-24,Amazon Prime Membership,AMAZON PRIME*RH2LA0Y42   888-802-3080 WA,Shopping,-10.59,Posted,misc_expenses,miscellaneous,Amazon Prime Membership_-10.59_3/24/24,2024-03
2024-03-24,Amazon Prime Membership,AMAZON PRIME*RA8I96G40   888-802-3080 WA,Shopping,-11.65,Posted,misc_expenses,miscellaneous,Amazon Prime Membership_-11.65_3/24/24,2024-03
2024-03-24,Chipotle,CHIPOTLE 2226            MECHANICSBURGPA,Fast Food,-28.2,Posted,fixed_expenses,restaraunts,Chipotle_-28.2_3/24/24,2024-03
2024-03-24,Wegmans,WEGMANS #45              MECHANICSBURGPA,Groceries,-47.69,Posted,fixed_expenses,groceries,Wegmans_-47.69_3/24/24,2024-03
2024-03-24,AT&T,ATT* BILL PAYMENT        800-331-0500 TX,Bills & Utilities,-210.29,Posted,fixed_expenses,internet_cellular,AT&T_-210.29_3/24/24,2024-03
2024-03-23,Urban Churn Craft Cremechanicsburgpa,SQ *URBAN CHURN CRAFT CREMechanicsburgPA,Groceries,-14.91,Posted,fixed_expenses,restaraunts,Urban Churn Craft Cremechanicsburgpa_-14.91_3/23/24,2024-03
2024-03-23,Metro Diner Mechanicsburgmechanicsburgpa,METRO DINER MECHANICSBURGMECHANICSBURGPA,Restaurants,-16.71,Posted,fixed_expenses,restaraunts,Metro Diner Mechanicsburgmechanicsburgpa_-16.71_3/23/24,2024-03
2024-03-23,Sunoco,SUNOCO                   MECHANICSBURGPA,Fast Food,-20.65,Posted,fixed_expenses,transportation,Sunoco_-20.65_3/23/24,2024-03
2024-03-23,Ulta Beauty,ULTA #246                MECHANICSBURGPA,Personal Care,-63.6,Posted,misc_expenses,personal_care,Ulta Beauty_-63.6_3/23/24,2024-03
2024-03-22,Apple,APPLE.COM/BILL           866-712-7753 CA,Entertainment,-3.21,Posted,misc_expenses,miscellaneous,Apple_-3.21_3/22/24,2024-03
2024-03-21,Wegmans,WEGMANS #45              MECHANICSBURGPA,Groceries,-56.46,Posted,fixed_expenses,groceries,Wegmans_-56.46_3/21/24,2024-03
2024-03-21,iHerb.com,IHERB IHERB.COM q1mGt    IHERB.COM    CA,Health & Fitness,-81.73,Posted,misc_expenses,personal_care,iHerb.com_-81.73_3/21/24,2024-03
2024-03-20,Navy Exchange,NAVY EXCHANGE 050416     MECHANICSBURGVA,Shopping,-3,Posted,misc_expenses,miscellaneous,Navy Exchange_-3_3/20/24,2024-03
2024-03-20,Exchange,AAFES CARLISLE BARACKS   CARLISLE     PA,Shopping,-10.38,Posted,misc_expenses,miscellaneous,Exchange_-10.38_3/20/24,2024-03
2024-03-20,Compassionate Groom Acamp Hill,SQ *COMPASSIONATE GROOM ACamp Hill    PA,Business Services,-28.6,Posted,fixed_expenses,pet,Compassionate Groom Acamp Hill_-28.6_3/20/24,2024-03
2024-03-20,Comcast,"COMCAST THREERIVERS,PA   800-COMCAST  PA",Bills & Utilities,-39.99,Posted,fixed_expenses,internet_cellular,Comcast_-39.99_3/20/24,2024-03
2024-03-19,Chewy,CHEWY.COM                800-672-4399 FL,Pet Food & Supplies,-188.88,Posted,fixed_expenses,pet,Chewy_-188.88_3/19/24,2024-03
2024-03-18,Sweet Velvet Macaronslemoyne,SQ *SWEET VELVET MACARONSLemoyne      PA,Groceries,-21.6,Posted,fixed_expenses,restaraunts,Sweet Velvet Macaronslemoyne_-21.6_3/18/24,2024-03
2024-03-18,D & M Hanes Inc,IN *D & M HANES INC.     419-4255550  OH,Restaurants,-56.03,Posted,fixed_expenses,groceries,D & M Hanes Inc_-56.03_3/18/24,2024-03
2024-03-17,Chewy,CHEWY.COM                800-672- CREDIT,Pet Food & Supplies,34.88,Posted,fixed_expenses,pet,Chewy_34.88_3/17/24,2024-03
2024-03-17,Chewy,CHEWY.COM                800-672-4399 FL,Pet Food & Supplies,-11.75,Posted,fixed_expenses,pet,Chewy_-11.75_3/17/24,2024-03
2024-03-17,Amici Pizza Mechanicsburgpa,AMICI PIZZA              MECHANICSBURGPA,Food & Dining,-16.2,Posted,fixed_expenses,restaraunts,Amici Pizza Mechanicsburgpa_-16.2_3/17/24,2024-03
2024-03-17,CVS,CVS/PHARMACY #01639      MECHANICSBURGPA,Pharmacy,-25.33,Posted,fixed_expenses,healthcare,CVS_-25.33_3/17/24,2024-03
2024-03-16,Urban Churn Craft Cremechanicsburgpa,SQ *URBAN CHURN CRAFT CREMechanicsburgPA,Groceries,-9.69,Posted,fixed_expenses,restaraunts,Urban Churn Craft Cremechanicsburgpa_-9.69_3/16/24,2024-03
2024-03-15,Little Caesars,LITTLE CAESARS 3717-0002 717-241-5558 PA,Fast Food,-17.14,Posted,fixed_expenses,restaraunts,Little Caesars_-17.14_3/15/24,2024-03
2024-03-15,Sheetz,SHEETZ 0527   00005272   MechanicsburgPA,Gas,-29.87,Posted,fixed_expenses,transportation,Sheetz_-29.87_3/15/24,2024-03
2024-03-15,ExxonMobil,EXXON JOE'S KWIK MARTS #1CAMP HILL    PA,Gas,-31.02,Posted,fixed_expenses,transportation,ExxonMobil_-31.02_3/15/24,2024-03
2024-03-14,Panera Bread,PANERA BREAD #601155 O   717-766-3960 PA,Fast Food,-31.05,Posted,fixed_expenses,restaraunts,Panera Bread_-31.05_3/14/24,2024-03
2024-03-13,Down to Earth Organic & Natural,SQ *DOWN TO EARTH CAFE   MechanicsburgPA,Groceries,-5.24,Posted,fixed_expenses,personal_care,Down to Earth Organic & Natural_-5.24_3/13/24,2024-03
2024-03-12,Daily Harvest,DAILY HARVEST HTTPSWWW.DAIL NY    CREDIT,Groceries,205.37,Posted,fixed_expenses,groceries,Daily Harvest_205.37_3/12/24,2024-03
2024-03-12,Urban Churn Craft Cremechanicsburgpa,SQ *URBAN CHURN CRAFT CREMechanicsburgPA,Groceries,-10.01,Posted,fixed_expenses,restaraunts,Urban Churn Craft Cremechanicsburgpa_-10.01_3/12/24,2024-03
2024-03-12,Giant Food,GIANT 6529               ENOLA        PA,Groceries,-17.46,Posted,fixed_expenses,groceries,Giant Food_-17.46_3/12/24,2024-03
2024-03-12,Great Clips,1879 GREAT CLIPS AT HAMPDENOLA        PA,Hair,-21,Posted,misc_expenses,personal_care,Great Clips_-21_3/12/24,2024-03
2024-03-12,Panera Bread,PANERA BREAD #601155 K   MECHANICSBURGPA,Fast Food,-23.49,Posted,fixed_expenses,restaraunts,Panera Bread_-23.49_3/12/24,2024-03
2024-03-12,Warner Chiropractic Care Mechanicsburgpa,WARNER CHIROPRACTIC CARE MECHANICSBURGPA,Doctor,-52.91,Posted,fixed_expenses,healthcare,Warner Chiropractic Care Mechanicsburgpa_-52.91_3/12/24,2024-03
2024-03-11,Wegmans,WEGMANS #45              MECHANICSBURGPA,Groceries,-66.91,Posted,fixed_expenses,groceries,Wegmans_-66.91_3/11/24,2024-03
2024-03-10,Little Caesars,LITTLE CAESARS 3717-0002 717-241-5558 PA,Fast Food,-13.34,Posted,fixed_expenses,restaraunts,Little Caesars_-13.34_3/10/24,2024-03
2024-03-10,Wegmans,WEGMANS #45              MECHANICSBURGPA,Groceries,-37.87,Posted,fixed_expenses,groceries,Wegmans_-37.87_3/10/24,2024-03
2024-03-10,Daily Harvest,DAILY HARVEST            HTTPSWWW.DAILNY,Groceries,-205.37,Posted,fixed_expenses,groceries,Daily Harvest_-205.37_3/10/24,2024-03
2024-03-07,CVS,CVS/PHARMACY #01639      MECHANICSBURGPA,Pharmacy,-7.57,Posted,fixed_expenses,healthcare,CVS_-7.57_3/7/24,2024-03
2024-03-07,Jersey Mike's Subs,JERSEY MIKES 8030        PORT MATILDA PA,Fast Food,-10,Posted,fixed_expenses,restaraunts,Jersey Mike's Subs_-10_3/7/24,2024-03
2024-03-07,Dunkin',DUNKIN #306751           WILMINGTON   DE,Coffee Shops,-14.88,Posted,fixed_expenses,restaraunts,Dunkin'_-14.88_3/7/24,2024-03
2024-03-07,Sheetz,SHEETZ 0518   00005181   MECHANICSBURGPA,Gas,-52.36,Posted,fixed_expenses,transportation,Sheetz_-52.36_3/7/24,2024-03
2024-03-07,Upmc Pinnacle Business,UPMC PINNACLE BUSINESS OF717-2318989  PA,Doctor,-78.81,Posted,fixed_expenses,healthcare,Upmc Pinnacle Business_-78.81_3/7/24,2024-03
2024-03-06,Sheetz,SHEETZ 0518   00005181   MECHANICSBURGPA,Gas,-32.36,Posted,fixed_expenses,transportation,Sheetz_-32.36_3/6/24,2024-03
2024-03-05,Millennium Way Dental,MILLENNIUM WAY DENTAL STU ENOLA   CREDIT,Dentist,130.94,Posted,fixed_expenses,healthcare,Millennium Way Dental_130.94_3/5/24,2024-03
2024-03-04,Kindle,Kindle Svcs*RN8VN2810    888-802-3080 WA,Books,-13.77,Posted,misc_expenses,miscellaneous,Kindle_-13.77_3/4/24,2024-03
2024-03-04,Kindle,Kindle Svcs*RN7V206N0    888-802-3080 WA,Books,-15.57,Posted,misc_expenses,miscellaneous,Kindle_-15.57_3/4/24,2024-03
2024-03-03,Sbarro,SBARRO 1101              614-7699884  DC,Fast Food,-11,Posted,fixed_expenses,restaraunts,Sbarro_-11_3/3/24,2024-03
2024-03-03,Little Caesars,LITTLE CAESARS 3717-0002 717-241-5558 PA,Fast Food,-11.43,Posted,fixed_expenses,restaraunts,Little Caesars_-11.43_3/3/24,2024-03
2024-03-03,PetSmart,PETSMART # 0583          MECHANICSBURGPA,Pet Food & Supplies,-14.83,Posted,fixed_expenses,pet,PetSmart_-14.83_3/3/24,2024-03
2024-03-03,Smith Store Zoo,SMITH STORE ZOO          WASHINGTON   DC,Entertainment,-17,Posted,misc_expenses,entertainment,Smith Store Zoo_-17_3/3/24,2024-03
2024-03-03,Sweet Velvet Macaronscamp Hill,SQ *SWEET VELVET MACARONSCamp Hill    PA,Groceries,-43.2,Posted,fixed_expenses,restaraunts,Sweet Velvet Macaronscamp Hill_-43.2_3/3/24,2024-03
2024-03-02,Sheetz,SHEETZ 0413   00004135   DILLSBURG    PA,Gas,-27.45,Posted,fixed_expenses,transportation,Sheetz_-27.45_3/2/24,2024-03
2024-03-01,CVS,CVS/PHARMACY #01639      MECHANICSBURGPA,Pharmacy,-12.49,Posted,fixed_expenses,healthcare,CVS_-12.49_3/1/24,2024-03
2024-03-01,Giant Food,GIANT 6005               MECHANICSBURGPA,Groceries,-162,Posted,fixed_expenses,groceries,Giant Food_-162_3/1/24,2024-03
2024-02-29,Apple,APPLE.COM/BILL           866-712-7753 CA,Entertainment,-9.99,Posted,misc_expenses,miscellaneous,Apple_-9.99_2/29/24,2024-02
2024-02-28,Hulu,Hulu 877-8244858 CA      HULU.COM/BILLCA,Television,-20.41,Posted,fixed_expenses,subscriptions,Hulu_-20.41_2/28/24,2024-02
2024-02-27,Jersey Mike's Subs,JERSEY MIKES 8030        PORT MATILDA PA,Fast Food,-30.32,Posted,fixed_expenses,restaraunts,Jersey Mike's Subs_-30.32_2/27/24,2024-02
2024-02-27,Warner Chiropractic Care Mechanicsburgpa,WARNER CHIROPRACTIC CARE MECHANICSBURGPA,Doctor,-52.91,Posted,fixed_expenses,healthcare,Warner Chiropractic Care Mechanicsburgpa_-52.91_2/27/24,2024-02
2024-02-25,Macy's,MACYS MARKETPLACE MASON  OH       CREDIT,Shopping,72,Posted,misc_expenses,clothing,Macy's_72_2/25/24,2024-02
2024-02-25,Mechani Mechanicsburgpa,MODWASH PA0503 MECHANI   MECHANICSBURGPA,Service & Parts,-25,Posted,fixed_expenses,transportation,Mechani Mechanicsburgpa_-25_2/25/24,2024-02
2024-02-25,Sheetz,SHEETZ 0518   00005181   MECHANICSBURGPA,Gas,-32.5,Posted,fixed_expenses,transportation,Sheetz_-32.5_2/25/24,2024-02
2024-02-25,Sheetz,SHEETZ 0518   00005181   MECHANICSBURGPA,Gas,-48.71,Posted,fixed_expenses,transportation,Sheetz_-48.71_2/25/24,2024-02
2024-02-24,Apple,APPLE.COM/BILL           866-712-7753 CA,Entertainment,-1.99,Posted,misc_expenses,miscellaneous,Apple_-1.99_2/24/24,2024-02
2024-02-24,AT&T,ATT* BILL PAYMENT        800-331-0500 TX,Bills & Utilities,-212.05,Posted,fixed_expenses,internet_cellular,AT&T_-212.05_2/24/24,2024-02
2024-02-23,Panera Bread,PANERA BREAD #601155 K   MECHANICSBURGPA,Fast Food,-13.2,Posted,fixed_expenses,restaraunts,Panera Bread_-13.2_2/23/24,2024-02
2024-02-23,CVS,CVS/PHARMACY #01639      MECHANICSBURGPA,Pharmacy,-16.93,Posted,fixed_expenses,healthcare,CVS_-16.93_2/23/24,2024-02
2024-02-23,E-ZPass,NJ EZPASS                888-288-6865 NJ,Auto & Transport,-25,Posted,fixed_expenses,transportation,E-ZPass_-25_2/23/24,2024-02
2024-02-23,Panera Bread,PANERA BREAD #601155 P   MECHANICSBURGPA,Fast Food,-26.03,Posted,fixed_expenses,restaraunts,Panera Bread_-26.03_2/23/24,2024-02
2024-02-22,Itt Office Nsa Mechanicsburgpa,ITT OFFICE NSA13530597   MECHANICSBURGPA,Entertainment,-9,Posted,misc_expenses,entertainment,Itt Office Nsa Mechanicsburgpa_-9_2/22/24,2024-02
2024-02-21,Apple,APPLE.COM/BILL           866-712-7753 CA,Entertainment,-3.21,Posted,misc_expenses,miscellaneous,Apple_-3.21_2/21/24,2024-02
2024-02-21,CVS,CVS/PHARMACY #01639      MECHANICSBURGPA,Pharmacy,-7.72,Posted,fixed_expenses,healthcare,CVS_-7.72_2/21/24,2024-02
2024-02-21,Navy Exchange,NAVY EXCHANGE 050416     MECHANICSBURGVA,Shopping,-7.98,Posted,misc_expenses,miscellaneous,Navy Exchange_-7.98_2/21/24,2024-02
2024-02-21,Little Caesars,LITTLE CAESARS 3717-0002 717-241-5558 PA,Fast Food,-13.76,Posted,fixed_expenses,restaraunts,Little Caesars_-13.76_2/21/24,2024-02
2024-02-21,Compassionate Groom Acamp Hill,SQ *COMPASSIONATE GROOM ACamp Hill    PA,Business Services,-14.12,Posted,fixed_expenses,pet,Compassionate Groom Acamp Hill_-14.12_2/21/24,2024-02
2024-02-21,Sheetz,SHEETZ 0518   00005181   MECHANICSBURGPA,Gas,-26.69,Posted,fixed_expenses,transportation,Sheetz_-26.69_2/21/24,2024-02
2024-02-21,Icp Central Pa Gymnastics,ICP*Central PA Gymnastics717-7661030  PA,Education,-86,Posted,misc_expenses,miscellaneous,Icp Central Pa Gymnastics_-86_2/21/24,2024-02
2024-02-20,Comcast,"COMCAST THREERIVERS,PA   800-COMCAST  PA",Bills & Utilities,-39.99,Posted,fixed_expenses,internet_cellular,Comcast_-39.99_2/20/24,2024-02
2024-02-19,PetSmart,PETSMART # 0583          MECHANICSBURGPA,Pet Food & Supplies,19.6,Posted,fixed_expenses,pet,PetSmart_19.6_2/19/24,2024-02
2024-02-19,Sweet Velvet Macaronscamp Hill,SQ *SWEET VELVET MACARONSCamp Hill    PA,Groceries,-21.6,Posted,fixed_expenses,restaraunts,Sweet Velvet Macaronscamp Hill_-21.6_2/19/24,2024-02
2024-02-19,Sweet Velvet Macarons,SQ *SWEET VELVET MACARONSgosq.com     PA,Groceries,-61.99,Posted,fixed_expenses,restaraunts,Sweet Velvet Macarons_-61.99_2/19/24,2024-02
2024-02-18,PetSmart,PETSMART # 0583          MECHANICSBURGPA,Pet Food & Supplies,-10.06,Posted,fixed_expenses,pet,PetSmart_-10.06_2/18/24,2024-02
2024-02-17,Casero's,SQ *CASERO'S             Lemoyne      PA,Groceries,-10.63,Posted,fixed_expenses,groceries,Casero's_-10.63_2/17/24,2024-02
2024-02-16,Casero's,SQ *CASERO'S             Lemoyne      PA,Groceries,-8.5,Posted,fixed_expenses,groceries,Casero's_-8.5_2/16/24,2024-02
2024-02-16,The Market Street Dellemoyne,SQ *THE MARKET STREET DELLemoyne      PA,Fast Food,-10.59,Posted,fixed_expenses,restaraunts,The Market Street Dellemoyne_-10.59_2/16/24,2024-02
2024-02-15,Chewy,CHEWY.COM                800-672-4399 FL,Pet Food & Supplies,-76.18,Posted,fixed_expenses,pet,Chewy_-76.18_2/15/24,2024-02
2024-02-15,Airbnb,AIRBNB  HMTYZ34ZDC       AIRBNB.COM   CA,Travel,-84.84,Posted,fixed_expenses,travel,Airbnb_-84.84_2/15/24,2024-02
2024-02-15,Airbnb,AIRBNB  HMTYZ34ZDC       AIRBNB.COM   CA,Travel,-3252.98,Posted,fixed_expenses,housing_utilities,Airbnb_-3252.98_2/15/24,2024-02
2024-02-14,Amici Pizza Mechanicsburgpa,AMICI PIZZA              MECHANICSBURGPA,Food & Dining,-15.89,Posted,fixed_expenses,restaraunts,Amici Pizza Mechanicsburgpa_-15.89_2/14/24,2024-02
2024-02-14,Sweet Velvet Macaronscamp Hill,SQ *SWEET VELVET MACARONSCamp Hill    PA,Groceries,-21.6,Posted,fixed_expenses,restaraunts,Sweet Velvet Macaronscamp Hill_-21.6_2/14/24,2024-02
2024-02-13,DSW,DSW.                     866-3797463  OH,Clothing,248.96,Posted,misc_expenses,clothing,DSW_248.96_2/13/24,2024-02
2024-02-13,JCPenney,JCPENNEY 2712            800-542-0800 PA,Shopping,106.8,Posted,misc_expenses,clothing,JCPenney_106.8_2/13/24,2024-02
2024-02-13,Pennsylvania Driver & Vehicle,PA DRIVER & VEHICLE SERV 717-412-5300 PA,Auto & Transport,-50,Posted,fixed_expenses,transportation,Pennsylvania Driver & Vehicle_-50_2/13/24,2024-02
2024-02-13,Warner Chiropractic Care,WARNER CHIROPRACTIC CARE MECHANICSBURGPA,Doctor,-52.91,Posted,fixed_expenses,healthcare,Warner Chiropractic Care_-52.91_2/13/24,2024-02
2024-02-12,Auntie Anne's,AUNTIE ANNE'S - CAPITAL  CAMP HILL    PA,Fast Food,-5.61,Posted,misc_expenses,restaraunts,Auntie Anne's_-5.61_2/12/24,2024-02
2024-02-12,Chipotle,CHIPOTLE 2226            MECHANICSBURGPA,Fast Food,-23.32,Posted,fixed_expenses,restaraunts,Chipotle_-23.32_2/12/24,2024-02
2024-02-12,Giant Fuel,GIANT FUEL 6005          MECHANICSBURGPA,Gas,-28.13,Posted,fixed_expenses,transportation,Giant Fuel_-28.13_2/12/24,2024-02
2024-02-12,DSW,DSW CAPITAL CITY MALL    CAMP HILL    PA,Clothing,-40,Posted,misc_expenses,clothing,DSW_-40_2/12/24,2024-02
2024-02-12,Giant Food,GIANT 6005               MECHANICSBURGPA,Groceries,-174.15,Posted,fixed_expenses,groceries,Giant Food_-174.15_2/12/24,2024-02
2024-02-12,Millennium Way Dental Stu,MILLENNIUM WAY DENTAL STUENOLA        PA,Dentist,-305.87,Posted,fixed_expenses,healthcare,Millennium Way Dental Stu_-305.87_2/12/24,2024-02
2024-02-11,PetSmart,PETSMART # 0583          MECHANICSBURGPA,Pet Food & Supplies,-21.6,Posted,fixed_expenses,pet,PetSmart_-21.6_2/11/24,2024-02
2024-02-10,Amici Pizza,AMICI PIZZA              MECHANICSBURGPA,Food & Dining,-14.83,Posted,fixed_expenses,restaraunts,Amici Pizza_-14.83_2/10/24,2024-02
2024-02-09,Mechani,MODWASH PA0503 MECHANI   MECHANICSBURGPA,Service & Parts,-25,Posted,fixed_expenses,transportation,Mechani_-25_2/9/24,2024-02
2024-02-09,iHerb.com,IHERB IHERB.COM dV4CI    IHERB.COM    CA,Health & Fitness,-30.6,Posted,misc_expenses,personal_care,iHerb.com_-30.6_2/9/24,2024-02
2024-02-09,Kohl's,KOHL'S #0337             MECHANICSBURGPA,Shopping,-81.62,Posted,misc_expenses,clothing,Kohl's_-81.62_2/9/24,2024-02
2024-02-08,Sheetz,SHEETZ 0518   00005181   MECHANICSBURGPA,Service & Parts,-15,Posted,fixed_expenses,transportation,Sheetz_-15_2/8/24,2024-02
2024-02-08,Valley Bistro,TST* VALLEY BISTRO       ENOLA        PA,Restaurants,-19.24,Posted,fixed_expenses,restaraunts,Valley Bistro_-19.24_2/8/24,2024-02
2024-02-07,Millennium Way Dental Stu,MILLENNIUM WAY DENTAL STUENOLA        PA,Dentist,-66.95,Posted,fixed_expenses,healthcare,Millennium Way Dental Stu_-66.95_2/7/24,2024-02
2024-02-06,Sheetz,SHEETZ 0527   00005272   MechanicsburgPA,Gas,-33.29,Posted,fixed_expenses,transportation,Sheetz_-33.29_2/6/24,2024-02
2024-02-06,DSW,DSW.                     866-3797463  OH,Clothing,-49.99,Posted,misc_expenses,clothing,DSW_-49.99_2/6/24,2024-02
2024-02-06,Sheetz,SHEETZ 0518   00005181   MECHANICSBURGPA,Gas,-55.79,Posted,fixed_expenses,transportation,Sheetz_-55.79_2/6/24,2024-02
2024-02-06,Plaza Azteca Mechanicsbur,PLAZA AZTECA MECHANICSBURMECHANICSBURGPA,Restaurants,-63.77,Posted,fixed_expenses,restaraunts,Plaza Azteca Mechanicsbur_-63.77_2/6/24,2024-02
2024-02-06,JCPenney,JCPENNEY.COM             JCPENNEY.COM OH,Shopping,-106.8,Posted,misc_expenses,clothing,JCPenney_-106.8_2/6/24,2024-02
2024-02-05,Wegmans,WEGMANS #45              MECHANICSBURGPA,Groceries,-26.45,Posted,fixed_expenses,groceries,Wegmans_-26.45_2/5/24,2024-02
2024-02-05,DSW,DSW.                     866-3797463  OH,Clothing,-49.99,Posted,misc_expenses,clothing,DSW_-49.99_2/5/24,2024-02
2024-02-05,Macy's,MACYS MARKETPLACE        800-289-6229 OH,Shopping,-72,Posted,misc_expenses,clothing,Macy's_-72_2/5/24,2024-02
